"No.","Time","Source","Destination","Protocol","Length","Info"
"22","6.108294","192.168.0.107","10.0.25.10","DNS","76","Standard query 0x9311 A us04www3.zoom.us"
"23","6.125545","10.0.25.10","192.168.0.107","DNS","92","Standard query response 0x9311 A us04www3.zoom.us A 3.235.69.5"
"24","6.132830","192.168.0.107","us04www3.zoom.us","TCP","78","50237  >  443 [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=532758480 TSecr=0 SACK_PERM=1"
"25","6.148992","us04www3.zoom.us","192.168.0.107","TCP","74","443  >  50237 [SYN, ACK, ECN] Seq=0 Ack=1 Win=65236 Len=0 MSS=1360 SACK_PERM=1 TSval=1943028946 TSecr=532758480 WS=128"
"26","6.149106","192.168.0.107","us04www3.zoom.us","TCP","66","50237  >  443 [ACK] Seq=1 Ack=1 Win=132096 Len=0 TSval=532758496 TSecr=1943028946"
"28","6.163788","192.168.0.107","us04www3.zoom.us","TLSv1.2","583","Client Hello"
"30","6.231647","us04www3.zoom.us","192.168.0.107","TCP","66","443  >  50237 [ACK] Seq=1 Ack=518 Win=64512 Len=0 TSval=1943029030 TSecr=532758510"
"33","6.485324","us04www3.zoom.us","192.168.0.107","TLSv1.2","1354","Server Hello"
"34","6.485329","us04www3.zoom.us","192.168.0.107","TCP","1354","443  >  50237 [ACK] Seq=1289 Ack=518 Win=64512 Len=1288 TSval=1943029282 TSecr=532758510 [TCP segment of a reassembled PDU]"
"35","6.485516","192.168.0.107","us04www3.zoom.us","TCP","66","50237  >  443 [ACK] Seq=518 Ack=2577 Win=129472 Len=0 TSval=532758828 TSecr=1943029282"
"36","6.486723","us04www3.zoom.us","192.168.0.107","TCP","1354","443  >  50237 [ACK] Seq=2577 Ack=518 Win=64512 Len=1288 TSval=1943029282 TSecr=532758510 [TCP segment of a reassembled PDU]"
"37","6.487481","us04www3.zoom.us","192.168.0.107","TLSv1.2","510","Certificate, Server Key Exchange, Server Hello Done"
"38","6.487584","192.168.0.107","us04www3.zoom.us","TCP","66","50237  >  443 [ACK] Seq=518 Ack=4309 Win=127744 Len=0 TSval=532758829 TSecr=1943029282"
"39","6.498080","192.168.0.107","us04www3.zoom.us","TCP","66","[TCP Window Update] 50237  >  443 [ACK] Seq=518 Ack=4309 Win=130688 Len=0 TSval=532758840 TSecr=1943029282"
"40","6.499442","192.168.0.107","us04www3.zoom.us","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"41","6.515728","us04www3.zoom.us","192.168.0.107","TCP","66","443  >  50237 [ACK] Seq=4309 Ack=644 Win=64512 Len=0 TSval=1943029322 TSecr=532758841"
"44","6.677771","us04www3.zoom.us","192.168.0.107","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message"
"45","6.677866","192.168.0.107","us04www3.zoom.us","TCP","66","50237  >  443 [ACK] Seq=644 Ack=4360 Win=131008 Len=0 TSval=532759018 TSecr=1943029470"
"46","6.685757","192.168.0.107","us04www3.zoom.us","TCP","1414","50237  >  443 [ACK] Seq=644 Ack=4360 Win=131072 Len=1348 TSval=532759025 TSecr=1943029470 [TCP segment of a reassembled PDU]"
"47","6.685759","192.168.0.107","us04www3.zoom.us","TLSv1.2","868","Application Data"
"48","6.708319","us04www3.zoom.us","192.168.0.107","TCP","66","443  >  50237 [ACK] Seq=4360 Ack=2794 Win=63360 Len=0 TSval=1943029508 TSecr=532759025"
"56","6.964444","us04www3.zoom.us","192.168.0.107","TCP","1354","443  >  50237 [ACK] Seq=4360 Ack=2794 Win=64256 Len=1288 TSval=1943029764 TSecr=532759025 [TCP segment of a reassembled PDU]"
"57","6.964450","us04www3.zoom.us","192.168.0.107","TCP","1354","443  >  50237 [ACK] Seq=5648 Ack=2794 Win=64256 Len=1288 TSval=1943029764 TSecr=532759025 [TCP segment of a reassembled PDU]"
"58","6.964589","192.168.0.107","us04www3.zoom.us","TCP","66","50237  >  443 [ACK] Seq=2794 Ack=6936 Win=128448 Len=0 TSval=532759302 TSecr=1943029764"
"59","6.966507","us04www3.zoom.us","192.168.0.107","TCP","1354","443  >  50237 [ACK] Seq=6936 Ack=2794 Win=64256 Len=1288 TSval=1943029764 TSecr=532759025 [TCP segment of a reassembled PDU]"
"60","6.968075","us04www3.zoom.us","192.168.0.107","TLSv1.2","1354","Application Data [TCP segment of a reassembled PDU]"
"61","6.968085","us04www3.zoom.us","192.168.0.107","TLSv1.2","1142","Application Data"
"62","6.968209","192.168.0.107","us04www3.zoom.us","TCP","66","50237  >  443 [ACK] Seq=2794 Ack=9512 Win=125888 Len=0 TSval=532759305 TSecr=1943029764"
"63","6.968210","192.168.0.107","us04www3.zoom.us","TCP","66","50237  >  443 [ACK] Seq=2794 Ack=10588 Win=124800 Len=0 TSval=532759305 TSecr=1943029764"
"64","6.973638","192.168.0.107","us04www3.zoom.us","TCP","66","[TCP Window Update] 50237  >  443 [ACK] Seq=2794 Ack=10588 Win=128960 Len=0 TSval=532759310 TSecr=1943029764"
"68","7.100883","192.168.0.107","10.0.25.10","DNS","94","Standard query 0x3361 A zoomca129-151-7-84zc.cloud.zoom.us"
"69","7.101072","192.168.0.107","10.0.25.10","DNS","95","Standard query 0x0fa4 A zoomca129-151-8-130zc.cloud.zoom.us"
"70","7.102211","192.168.0.107","10.0.25.10","DNS","96","Standard query 0x73fd A zoomva193-123-130-78zc.cloud.zoom.us"
"71","7.103313","192.168.0.107","10.0.25.10","DNS","96","Standard query 0x3b45 A zoomva193-123-140-54zc.cloud.zoom.us"
"72","7.118689","10.0.25.10","192.168.0.107","DNS","112","Standard query response 0x73fd A zoomva193-123-130-78zc.cloud.zoom.us A 193.123.130.78"
"73","7.118695","10.0.25.10","192.168.0.107","DNS","111","Standard query response 0x0fa4 A zoomca129-151-8-130zc.cloud.zoom.us A 129.151.8.130"
"74","7.118827","10.0.25.10","192.168.0.107","DNS","110","Standard query response 0x3361 A zoomca129-151-7-84zc.cloud.zoom.us A 129.151.7.84"
"75","7.120243","192.168.0.107","zoomca129-151-8-130zc.cloud.zoom.us","TCP","78","50238  >  443 [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=532759454 TSecr=0 SACK_PERM=1"
"76","7.131820","192.168.0.107","zoomva193-123-130-78zc.cloud.zoom.us","TCP","78","50239  >  443 [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=532759465 TSecr=0 SACK_PERM=1"
"77","7.132018","192.168.0.107","zoomca129-151-7-84zc.cloud.zoom.us","TCP","78","50240  >  443 [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=532759465 TSecr=0 SACK_PERM=1"
"78","7.140531","zoomca129-151-8-130zc.cloud.zoom.us","192.168.0.107","TCP","74","443  >  50238 [SYN, ACK, ECN] Seq=0 Ack=1 Win=65236 Len=0 MSS=1360 SACK_PERM=1 TSval=1622468883 TSecr=532759454 WS=128"
"79","7.140652","192.168.0.107","zoomca129-151-8-130zc.cloud.zoom.us","TCP","66","50238  >  443 [ACK] Seq=1 Ack=1 Win=132096 Len=0 TSval=532759473 TSecr=1622468883"
"80","7.141075","192.168.0.107","zoomca129-151-8-130zc.cloud.zoom.us","TLSv1.2","583","Client Hello"
"81","7.147700","zoomca129-151-7-84zc.cloud.zoom.us","192.168.0.107","TCP","74","443  >  50240 [SYN, ACK, ECN] Seq=0 Ack=1 Win=65236 Len=0 MSS=1360 SACK_PERM=1 TSval=1776406801 TSecr=532759465 WS=128"
"82","7.147706","zoomva193-123-130-78zc.cloud.zoom.us","192.168.0.107","TCP","74","443  >  50239 [SYN, ACK, ECN] Seq=0 Ack=1 Win=65236 Len=0 MSS=1360 SACK_PERM=1 TSval=3372082748 TSecr=532759465 WS=128"
"83","7.147836","192.168.0.107","zoomca129-151-7-84zc.cloud.zoom.us","TCP","66","50240  >  443 [ACK] Seq=1 Ack=1 Win=132096 Len=0 TSval=532759479 TSecr=1776406801"
"84","7.147837","192.168.0.107","zoomva193-123-130-78zc.cloud.zoom.us","TCP","66","50239  >  443 [ACK] Seq=1 Ack=1 Win=132096 Len=0 TSval=532759479 TSecr=3372082748"
"85","7.148237","192.168.0.107","zoomva193-123-130-78zc.cloud.zoom.us","TLSv1.2","583","Client Hello"
"86","7.148678","192.168.0.107","zoomca129-151-7-84zc.cloud.zoom.us","TLSv1.2","583","Client Hello"
"87","7.190020","10.0.25.10","192.168.0.107","DNS","112","Standard query response 0x3b45 A zoomva193-123-140-54zc.cloud.zoom.us A 193.123.140.54"
"88","7.191019","192.168.0.107","zoomva193-123-140-54zc.cloud.zoom.us","TCP","78","50241  >  443 [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=532759521 TSecr=0 SACK_PERM=1"
"89","7.203190","zoomva193-123-140-54zc.cloud.zoom.us","192.168.0.107","TCP","74","443  >  50241 [SYN, ACK, ECN] Seq=0 Ack=1 Win=65236 Len=0 MSS=1360 SACK_PERM=1 TSval=1638945184 TSecr=532759521 WS=128"
"90","7.203311","192.168.0.107","zoomva193-123-140-54zc.cloud.zoom.us","TCP","66","50241  >  443 [ACK] Seq=1 Ack=1 Win=132096 Len=0 TSval=532759533 TSecr=1638945184"
"91","7.203744","192.168.0.107","zoomva193-123-140-54zc.cloud.zoom.us","TLSv1.2","583","Client Hello"
"92","7.212598","192.168.0.107","zoomca129-151-7-84zc.cloud.zoom.us","TCP","583","[TCP Retransmission] 50240  >  443 [PSH, ACK] Seq=1 Ack=1 Win=132096 Len=517 TSval=532759542 TSecr=1776406801"
"93","7.212599","192.168.0.107","zoomva193-123-130-78zc.cloud.zoom.us","TCP","583","[TCP Retransmission] 50239  >  443 [PSH, ACK] Seq=1 Ack=1 Win=132096 Len=517 TSval=532759542 TSecr=3372082748"
"94","7.221492","zoomca129-151-8-130zc.cloud.zoom.us","192.168.0.107","TCP","66","443  >  50238 [ACK] Seq=1 Ack=518 Win=64512 Len=0 TSval=1622468997 TSecr=532759473"
"95","7.233523","zoomva193-123-130-78zc.cloud.zoom.us","192.168.0.107","TCP","66","443  >  50239 [ACK] Seq=1 Ack=518 Win=64512 Len=0 TSval=3372082874 TSecr=532759479"
"96","7.233528","zoomca129-151-7-84zc.cloud.zoom.us","192.168.0.107","TCP","66","443  >  50240 [ACK] Seq=1 Ack=518 Win=64512 Len=0 TSval=1776406927 TSecr=532759479"
"97","7.235467","zoomca129-151-7-84zc.cloud.zoom.us","192.168.0.107","TCP","78","[TCP Dup ACK 96#1] 443  >  50240 [ACK] Seq=1 Ack=518 Win=64512 Len=0 TSval=1776406930 TSecr=532759542 SLE=1 SRE=518"
"98","7.235473","zoomva193-123-130-78zc.cloud.zoom.us","192.168.0.107","TCP","78","[TCP Dup ACK 95#1] 443  >  50239 [ACK] Seq=1 Ack=518 Win=64512 Len=0 TSval=3372082877 TSecr=532759542 SLE=1 SRE=518"
"99","7.260259","192.168.0.107","zoomva193-123-140-54zc.cloud.zoom.us","TCP","583","[TCP Retransmission] 50241  >  443 [PSH, ACK] Seq=1 Ack=1 Win=132096 Len=517 TSval=532759587 TSecr=1638945184"
"100","7.265438","zoomva193-123-140-54zc.cloud.zoom.us","192.168.0.107","TCP","66","443  >  50241 [ACK] Seq=1 Ack=518 Win=64512 Len=0 TSval=1638945277 TSecr=532759533"
"101","7.277855","zoomva193-123-140-54zc.cloud.zoom.us","192.168.0.107","TCP","78","[TCP Dup ACK 100#1] 443  >  50241 [ACK] Seq=1 Ack=518 Win=64512 Len=0 TSval=1638945296 TSecr=532759587 SLE=1 SRE=518"
"102","7.517799","zoomva193-123-130-78zc.cloud.zoom.us","192.168.0.107","TLSv1.2","1354","Server Hello"
"103","7.519343","zoomva193-123-130-78zc.cloud.zoom.us","192.168.0.107","TCP","1354","443  >  50239 [ACK] Seq=1289 Ack=518 Win=64512 Len=1288 TSval=3372083127 TSecr=532759542 [TCP segment of a reassembled PDU]"
"104","7.519444","192.168.0.107","zoomva193-123-130-78zc.cloud.zoom.us","TCP","66","50239  >  443 [ACK] Seq=518 Ack=2577 Win=129728 Len=0 TSval=532759844 TSecr=3372083127"
"105","7.519699","zoomva193-123-130-78zc.cloud.zoom.us","192.168.0.107","TCP","1354","443  >  50239 [ACK] Seq=2577 Ack=518 Win=64512 Len=1288 TSval=3372083127 TSecr=532759542 [TCP segment of a reassembled PDU]"
"106","7.521763","zoomva193-123-130-78zc.cloud.zoom.us","192.168.0.107","TLSv1.2","501","Certificate, Server Key Exchange, Server Hello Done"
"107","7.521890","192.168.0.107","zoomva193-123-130-78zc.cloud.zoom.us","TCP","66","50239  >  443 [ACK] Seq=518 Ack=4300 Win=130624 Len=0 TSval=532759846 TSecr=3372083127"
"108","7.523498","zoomva193-123-140-54zc.cloud.zoom.us","192.168.0.107","TLSv1.2","1354","Server Hello"
"109","7.523822","zoomva193-123-140-54zc.cloud.zoom.us","192.168.0.107","TCP","1354","443  >  50241 [ACK] Seq=1289 Ack=518 Win=64512 Len=1288 TSval=1638945528 TSecr=532759587 [TCP segment of a reassembled PDU]"
"110","7.523906","192.168.0.107","zoomva193-123-140-54zc.cloud.zoom.us","TCP","66","50241  >  443 [ACK] Seq=518 Ack=2577 Win=129472 Len=0 TSval=532759847 TSecr=1638945528"
"111","7.524214","zoomva193-123-140-54zc.cloud.zoom.us","192.168.0.107","TCP","1354","443  >  50241 [ACK] Seq=2577 Ack=518 Win=64512 Len=1288 TSval=1638945528 TSecr=532759587 [TCP segment of a reassembled PDU]"
"112","7.524219","zoomva193-123-140-54zc.cloud.zoom.us","192.168.0.107","TLSv1.2","298","Certificate [TCP segment of a reassembled PDU]"
"113","7.524360","192.168.0.107","zoomva193-123-140-54zc.cloud.zoom.us","TCP","66","50241  >  443 [ACK] Seq=518 Ack=4097 Win=128000 Len=0 TSval=532759847 TSecr=1638945528"
"114","7.524687","zoomva193-123-140-54zc.cloud.zoom.us","192.168.0.107","TLSv1.2","269","Server Key Exchange, Server Hello Done"
"115","7.524814","192.168.0.107","zoomva193-123-140-54zc.cloud.zoom.us","TCP","66","50241  >  443 [ACK] Seq=518 Ack=4300 Win=127744 Len=0 TSval=532759848 TSecr=1638945528"
"116","7.535004","192.168.0.107","zoomva193-123-130-78zc.cloud.zoom.us","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"117","7.535068","192.168.0.107","zoomva193-123-140-54zc.cloud.zoom.us","TCP","66","[TCP Window Update] 50241  >  443 [ACK] Seq=518 Ack=4300 Win=130688 Len=0 TSval=532759857 TSecr=1638945528"
"118","7.541643","192.168.0.107","zoomva193-123-140-54zc.cloud.zoom.us","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"119","7.558620","zoomva193-123-130-78zc.cloud.zoom.us","192.168.0.107","TCP","66","443  >  50239 [ACK] Seq=4300 Ack=644 Win=64512 Len=0 TSval=3372083197 TSecr=532759857"
"120","7.566700","zoomva193-123-140-54zc.cloud.zoom.us","192.168.0.107","TCP","66","443  >  50241 [ACK] Seq=4300 Ack=644 Win=64512 Len=0 TSval=1638945579 TSecr=532759863"
"121","7.584584","zoomca129-151-8-130zc.cloud.zoom.us","192.168.0.107","TLSv1.2","1354","Server Hello"
"122","7.584590","zoomca129-151-8-130zc.cloud.zoom.us","192.168.0.107","TCP","1354","443  >  50238 [ACK] Seq=1289 Ack=518 Win=64512 Len=1288 TSval=1622469363 TSecr=532759473 [TCP segment of a reassembled PDU]"
"123","7.584744","192.168.0.107","zoomca129-151-8-130zc.cloud.zoom.us","TCP","66","50238  >  443 [ACK] Seq=518 Ack=2577 Win=129472 Len=0 TSval=532759905 TSecr=1622469363"
"124","7.585176","zoomca129-151-8-130zc.cloud.zoom.us","192.168.0.107","TCP","1354","443  >  50238 [ACK] Seq=2577 Ack=518 Win=64512 Len=1288 TSval=1622469363 TSecr=532759473 [TCP segment of a reassembled PDU]"
"125","7.585462","zoomca129-151-8-130zc.cloud.zoom.us","192.168.0.107","TLSv1.2","501","Certificate, Server Key Exchange, Server Hello Done"
"126","7.585486","192.168.0.107","zoomca129-151-8-130zc.cloud.zoom.us","TCP","66","50238  >  443 [ACK] Seq=518 Ack=3865 Win=131072 Len=0 TSval=532759905 TSecr=1622469363"
"127","7.585537","192.168.0.107","zoomca129-151-8-130zc.cloud.zoom.us","TCP","66","50238  >  443 [ACK] Seq=518 Ack=4300 Win=130624 Len=0 TSval=532759905 TSecr=1622469363"
"128","7.596553","192.168.0.107","zoomca129-151-8-130zc.cloud.zoom.us","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"129","7.600284","zoomca129-151-7-84zc.cloud.zoom.us","192.168.0.107","TLSv1.2","1354","Server Hello"
"130","7.602640","zoomca129-151-7-84zc.cloud.zoom.us","192.168.0.107","TCP","1354","443  >  50240 [ACK] Seq=1289 Ack=518 Win=64512 Len=1288 TSval=1776407291 TSecr=532759542 [TCP segment of a reassembled PDU]"
"131","7.602816","zoomca129-151-7-84zc.cloud.zoom.us","192.168.0.107","TCP","1354","443  >  50240 [ACK] Seq=2577 Ack=518 Win=64512 Len=1288 TSval=1776407291 TSecr=532759542 [TCP segment of a reassembled PDU]"
"132","7.602849","192.168.0.107","zoomca129-151-7-84zc.cloud.zoom.us","TCP","66","50240  >  443 [ACK] Seq=518 Ack=2577 Win=129728 Len=0 TSval=532759921 TSecr=1776407291"
"133","7.603491","zoomca129-151-7-84zc.cloud.zoom.us","192.168.0.107","TLSv1.2","501","Certificate, Server Key Exchange, Server Hello Done"
"134","7.603607","192.168.0.107","zoomca129-151-7-84zc.cloud.zoom.us","TCP","66","50240  >  443 [ACK] Seq=518 Ack=4300 Win=130624 Len=0 TSval=532759921 TSecr=1776407291"
"135","7.614073","192.168.0.107","zoomca129-151-7-84zc.cloud.zoom.us","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"136","7.619885","zoomca129-151-8-130zc.cloud.zoom.us","192.168.0.107","TCP","66","443  >  50238 [ACK] Seq=4300 Ack=644 Win=64512 Len=0 TSval=1622469399 TSecr=532759916"
"138","7.635811","zoomca129-151-7-84zc.cloud.zoom.us","192.168.0.107","TCP","66","443  >  50240 [ACK] Seq=4300 Ack=644 Win=64512 Len=0 TSval=1776407330 TSecr=532759931"
"140","7.699766","zoomva193-123-130-78zc.cloud.zoom.us","192.168.0.107","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message"
"141","7.699880","192.168.0.107","zoomva193-123-130-78zc.cloud.zoom.us","TCP","66","50239  >  443 [ACK] Seq=644 Ack=4351 Win=131008 Len=0 TSval=532760015 TSecr=3372083346"
"142","7.700285","192.168.0.107","zoomva193-123-130-78zc.cloud.zoom.us","TLSv1.2","220","Application Data"
"143","7.730455","zoomva193-123-130-78zc.cloud.zoom.us","192.168.0.107","TCP","66","443  >  50239 [ACK] Seq=4351 Ack=798 Win=64384 Len=0 TSval=3372083377 TSecr=532760015"
"144","7.831852","zoomca129-151-8-130zc.cloud.zoom.us","192.168.0.107","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message"
"145","7.831952","192.168.0.107","zoomca129-151-8-130zc.cloud.zoom.us","TCP","66","50238  >  443 [ACK] Seq=644 Ack=4351 Win=131008 Len=0 TSval=532760146 TSecr=1622469604"
"146","7.832286","192.168.0.107","zoomca129-151-8-130zc.cloud.zoom.us","TLSv1.2","220","Application Data"
"147","7.835842","zoomca129-151-7-84zc.cloud.zoom.us","192.168.0.107","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message"
"148","7.835923","192.168.0.107","zoomca129-151-7-84zc.cloud.zoom.us","TCP","66","50240  >  443 [ACK] Seq=644 Ack=4351 Win=131008 Len=0 TSval=532760149 TSecr=1776407531"
"149","7.836303","192.168.0.107","zoomca129-151-7-84zc.cloud.zoom.us","TLSv1.2","220","Application Data"
"150","7.844213","zoomca129-151-8-130zc.cloud.zoom.us","192.168.0.107","TCP","66","443  >  50238 [ACK] Seq=4351 Ack=798 Win=64384 Len=0 TSval=1622469627 TSecr=532760146"
"151","7.873247","zoomca129-151-7-84zc.cloud.zoom.us","192.168.0.107","TCP","66","443  >  50240 [ACK] Seq=4351 Ack=798 Win=64384 Len=0 TSval=1776407570 TSecr=532760149"
"152","7.884522","zoomva193-123-130-78zc.cloud.zoom.us","192.168.0.107","TLSv1.2","140","Application Data"
"153","7.884643","192.168.0.107","zoomva193-123-130-78zc.cloud.zoom.us","TCP","66","50239  >  443 [ACK] Seq=798 Ack=4425 Win=130944 Len=0 TSval=532760196 TSecr=3372083526"
"154","7.890134","192.168.0.107","zoomva193-123-130-78zc.cloud.zoom.us","TLSv1.2","730","Application Data"
"155","7.926176","zoomva193-123-130-78zc.cloud.zoom.us","192.168.0.107","TCP","66","443  >  50239 [ACK] Seq=4425 Ack=1462 Win=64256 Len=0 TSval=3372083565 TSecr=532760201"
"156","8.048839","zoomca129-151-8-130zc.cloud.zoom.us","192.168.0.107","TLSv1.2","140","Application Data"
"157","8.048954","192.168.0.107","zoomca129-151-8-130zc.cloud.zoom.us","TCP","66","50238  >  443 [ACK] Seq=798 Ack=4425 Win=130944 Len=0 TSval=532760358 TSecr=1622469829"
"158","8.053994","192.168.0.107","zoomca129-151-8-130zc.cloud.zoom.us","TLSv1.2","729","Application Data"
"159","8.063160","zoomva193-123-130-78zc.cloud.zoom.us","192.168.0.107","TLSv1.2","523","Application Data"
"160","8.063278","192.168.0.107","zoomva193-123-130-78zc.cloud.zoom.us","TCP","66","50239  >  443 [ACK] Seq=1462 Ack=4882 Win=130560 Len=0 TSval=532760372 TSecr=3372083706"
"161","8.064451","192.168.0.107","zoomca129-151-7-84zc.cloud.zoom.us","TLSv1.2","97","Encrypted Alert"
"162","8.064631","zoomca129-151-8-130zc.cloud.zoom.us","192.168.0.107","TCP","66","443  >  50238 [ACK] Seq=4425 Ack=1461 Win=64256 Len=0 TSval=1622469848 TSecr=532760363"
"163","8.064760","192.168.0.107","zoomca129-151-7-84zc.cloud.zoom.us","TCP","66","50240  >  443 [FIN, ACK] Seq=829 Ack=4351 Win=131072 Len=0 TSval=532760373 TSecr=1776407570"
"164","8.064826","192.168.0.107","zoomca129-151-8-130zc.cloud.zoom.us","TLSv1.2","107","Application Data"
"165","8.064845","192.168.0.107","zoomca129-151-8-130zc.cloud.zoom.us","TLSv1.2","97","Encrypted Alert"
"166","8.065133","192.168.0.107","zoomca129-151-8-130zc.cloud.zoom.us","TCP","66","50238  >  443 [FIN, ACK] Seq=1533 Ack=4425 Win=131072 Len=0 TSval=532760373 TSecr=1622469848"
"167","8.065277","192.168.0.107","zoomva193-123-130-78zc.cloud.zoom.us","TLSv1.2","107","Application Data"
"168","8.065331","192.168.0.107","zoomva193-123-130-78zc.cloud.zoom.us","TLSv1.2","97","Encrypted Alert"
"169","8.065467","192.168.0.107","zoomva193-123-130-78zc.cloud.zoom.us","TCP","66","50239  >  443 [FIN, ACK] Seq=1534 Ack=4882 Win=131072 Len=0 TSval=532760374 TSecr=3372083706"
"170","8.065641","192.168.0.107","zoomva193-123-140-54zc.cloud.zoom.us","TCP","66","50241  >  443 [FIN, ACK] Seq=644 Ack=4300 Win=131072 Len=0 TSval=532760374 TSecr=1638945579"
"171","8.066666","192.168.0.107","10.0.25.10","DNS","98","Standard query 0x9e1c A zoomva193-123-143-170mmr.cloud.zoom.us"
"172","8.080956","zoomca129-151-7-84zc.cloud.zoom.us","192.168.0.107","TLSv1.2","140","Application Data"
"173","8.081089","192.168.0.107","zoomca129-151-7-84zc.cloud.zoom.us","TCP","54","50240  >  443 [RST] Seq=798 Win=0 Len=0"
"174","8.117812","zoomva193-123-130-78zc.cloud.zoom.us","192.168.0.107","TCP","66","443  >  50239 [ACK] Seq=4882 Ack=1503 Win=64256 Len=0 TSval=3372083753 TSecr=532760373"
"175","8.117819","zoomva193-123-130-78zc.cloud.zoom.us","192.168.0.107","TCP","66","443  >  50239 [ACK] Seq=4882 Ack=1534 Win=64256 Len=0 TSval=3372083753 TSecr=532760373"
"176","8.118223","zoomca129-151-7-84zc.cloud.zoom.us","192.168.0.107","TCP","66","443  >  50240 [ACK] Seq=4425 Ack=829 Win=64384 Len=0 TSval=1776407806 TSecr=532760373"
"177","8.118227","zoomca129-151-8-130zc.cloud.zoom.us","192.168.0.107","TCP","66","443  >  50238 [ACK] Seq=4425 Ack=1502 Win=64256 Len=0 TSval=1622469888 TSecr=532760373"
"178","8.118335","192.168.0.107","zoomca129-151-7-84zc.cloud.zoom.us","TCP","54","50240  >  443 [RST] Seq=829 Win=0 Len=0"
"179","8.118662","zoomca129-151-8-130zc.cloud.zoom.us","192.168.0.107","TCP","66","443  >  50238 [ACK] Seq=4425 Ack=1533 Win=64256 Len=0 TSval=1622469888 TSecr=532760373"
"180","8.151866","zoomva193-123-130-78zc.cloud.zoom.us","192.168.0.107","TCP","66","443  >  50239 [ACK] Seq=4882 Ack=1535 Win=64256 Len=0 TSval=3372083795 TSecr=532760374"
"181","8.151872","zoomca129-151-8-130zc.cloud.zoom.us","192.168.0.107","TCP","66","443  >  50238 [ACK] Seq=4425 Ack=1534 Win=64256 Len=0 TSval=1622469930 TSecr=532760373"
"182","8.151996","zoomva193-123-140-54zc.cloud.zoom.us","192.168.0.107","TCP","66","443  >  50241 [ACK] Seq=4300 Ack=645 Win=64512 Len=0 TSval=1638946167 TSecr=532760374"
"183","8.183205","10.0.25.10","192.168.0.107","DNS","114","Standard query response 0x9e1c A zoomva193-123-143-170mmr.cloud.zoom.us A 193.123.143.170"
"184","8.184269","192.168.0.107","zoomva193-123-143-170mmr.cloud.zoom.us","TCP","78","50242  >  443 [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=532760489 TSecr=0 SACK_PERM=1"
"185","8.195869","zoomva193-123-143-170mmr.cloud.zoom.us","192.168.0.107","TCP","74","443  >  50242 [SYN, ACK, ECN] Seq=0 Ack=1 Win=65236 Len=0 MSS=1360 SACK_PERM=1 TSval=605908223 TSecr=532760489 WS=128"
"186","8.195987","192.168.0.107","zoomva193-123-143-170mmr.cloud.zoom.us","TCP","66","50242  >  443 [ACK] Seq=1 Ack=1 Win=132096 Len=0 TSval=532760500 TSecr=605908223"
"187","8.196391","192.168.0.107","zoomva193-123-143-170mmr.cloud.zoom.us","TLSv1.2","583","Client Hello"
"188","8.245776","192.168.0.107","zoomva193-123-143-170mmr.cloud.zoom.us","TCP","583","[TCP Retransmission] 50242  >  443 [PSH, ACK] Seq=1 Ack=1 Win=132096 Len=517 TSval=532760549 TSecr=605908223"
"189","8.263312","zoomva193-123-130-78zc.cloud.zoom.us","192.168.0.107","TLSv1.2","97","Encrypted Alert"
"190","8.263450","192.168.0.107","zoomva193-123-130-78zc.cloud.zoom.us","TCP","54","50239  >  443 [RST] Seq=1535 Win=0 Len=0"
"191","8.277781","zoomva193-123-143-170mmr.cloud.zoom.us","192.168.0.107","TCP","66","443  >  50242 [ACK] Seq=1 Ack=518 Win=64512 Len=0 TSval=605908297 TSecr=532760500"
"192","8.277787","zoomva193-123-143-170mmr.cloud.zoom.us","192.168.0.107","TCP","78","[TCP Dup ACK 191#1] 443  >  50242 [ACK] Seq=1 Ack=518 Win=64512 Len=0 TSval=605908304 TSecr=532760549 SLE=1 SRE=518"
"193","8.287509","zoomca129-151-8-130zc.cloud.zoom.us","192.168.0.107","TLSv1.2","511","Application Data"
"194","8.287679","192.168.0.107","zoomca129-151-8-130zc.cloud.zoom.us","TCP","54","50238  >  443 [RST] Seq=1534 Win=0 Len=0"
